"hrs_work","race","age","gender","time_to_work","married","edu","log_inc"
"559",18,0,36,1,20,1,1,9.61580548008435
"560",45,0,61,0,119,0,1,11.0020998412042
"561",40,0,35,0,75,1,1,9.5468126085974
"562",45,0,47,1,35,1,0,11.289781913656
"563",24,0,62,0,5,1,1,9.47270463644367
"564",40,0,40,0,5,1,1,10.8197782844103
"565",60,0,29,1,3,1,0,10.3089526606443
"566",40,0,24,1,45,1,0,10.6454248972655
"567",30,0,25,0,10,0,1,8.98719682066197
"568",38,0,19,0,15,0,1,7.09007683577609
"569",40,1,32,0,20,1,1,10.5966347330961
"570",40,0,60,0,30,1,0,11.1562505210315
"571",40,0,62,1,20,1,0,10.5966347330961
"572",30,0,18,0,35,0,1,9.21034037197618
"573",40,0,41,1,20,1,1,10.2750511089686
"574",12,0,68,1,20,1,1,9.39266192877014
"575",40,0,56,1,20,1,0,10.4341158035983
"576",40,0,22,0,15,0,0,9.74096862303835
"577",40,0,59,0,30,1,0,11.5129254649702
"578",45,1,62,1,45,1,0,11.6439537273766
"579",40,0,48,1,80,1,1,11.0348896640272
"580",50,0,23,0,5,0,0,9.61580548008435
"581",50,1,30,0,25,1,0,9.90348755253613
"582",40,0,48,1,25,1,1,10.4912742174382
"583",48,0,58,0,50,1,0,9.04782144247841
"584",40,0,57,0,10,1,1,11.0020998412042
"585",40,0,52,0,10,1,1,10.5966347330961
"586",25,0,20,0,10,0,1,8.41183267575841
"587",70,0,20,0,3,0,1,9.86266555801587
"588",20,0,69,0,20,1,0,9.30565055178051
"589",40,1,48,0,15,1,1,10.4912742174382
"590",50,0,52,0,30,1,1,10.6213273456864
"591",30,0,32,0,10,1,1,12.6539584695223
"592",32,0,37,1,15,1,1,11.2252433925184
"593",40,0,29,1,25,1,0,10.6689553946757
"594",40,0,62,1,10,1,1,10.2035921449865
"595",99,1,36,0,20,0,0,9.74096862303835
"596",40,0,48,0,8,0,0,11.4075649493124
"597",40,1,31,1,20,1,1,9.95227771670556
"598",40,0,30,1,45,1,1,10.3089526606443
"599",15,0,54,0,30,1,1,9.21034037197618
"600",30,1,21,0,45,0,1,8.41183267575841
"601",40,0,44,0,40,0,1,10.4631033404715
"602",40,0,51,1,60,1,1,9.98044859367226
"603",60,0,39,0,20,1,0,11.6351430976945
"604",32,1,32,1,15,1,1,9.74096862303835
"605",11,0,52,0,30,1,1,11.4616321705827
"606",40,0,39,0,40,1,1,10.8197782844103
"607",40,0,50,0,25,1,1,10.1266311038503
"608",40,0,54,1,15,1,1,10.0432494949113
"609",32,1,28,1,35,1,1,8.76405326934776
"610",40,0,35,1,45,1,0,11.0348896640272
"611",20,0,68,0,1,1,0,11.982929094216
"612",40,0,61,1,5,1,0,11.4616321705827
"613",40,0,70,0,25,1,1,11.0821425488778
"614",40,0,30,0,15,1,0,11.5129254649702
"615",60,0,60,0,15,0,0,11.289781913656
"616",40,0,46,0,30,1,1,10.5840559508892
"617",20,1,20,1,30,1,1,9.21034037197618
"618",40,0,66,0,2,1,1,10.9331069697173
"619",40,0,43,0,15,1,1,11.5129254649702
"620",50,0,58,0,50,1,1,9.23014299927236
"621",40,0,54,1,35,1,1,10.1266311038503
"622",50,0,58,0,15,1,1,11.3504065354725
"623",40,1,59,0,35,1,1,10.9150884642146
"624",25,1,40,1,10,1,1,9.21034037197618
"625",8,0,34,1,15,1,0,8.51719319141624
"626",20,1,54,1,25,1,1,9.34136863438259
"627",40,0,33,1,20,1,1,7.00306545878646
"628",40,1,19,0,40,0,1,10.0432494949113
"629",40,0,57,1,45,1,1,9.90348755253613
"630",50,0,42,1,2,1,1,9.10497985631836
"631",40,0,43,0,20,0,0,11.0821425488778
"632",40,0,28,1,45,1,1,10.7144177687525
"633",40,0,47,1,30,1,1,10.77895628989
"634",40,0,48,0,20,0,0,8.47637119689598
"635",50,0,59,0,1,1,1,11.1562505210315
"636",40,1,47,1,15,1,1,10.0432494949113
"637",35,0,45,1,15,1,1,9.7981270368783
"638",45,1,40,0,5,1,1,10.3089526606443
"639",36,0,54,0,20,1,1,10.2399597891573
"640",40,1,61,1,30,1,0,10.1266311038503
"641",40,1,26,0,20,0,1,9.85219425814858
"642",40,1,64,0,20,0,1,9.60238245975221
"643",40,0,48,0,15,0,0,11.5129254649702
"644",32,1,48,1,45,1,0,10.8197782844103
"645",48,0,47,0,30,0,1,10.4912742174382
"646",50,0,29,0,50,1,1,11.0020998412042
"647",40,0,29,0,20,1,1,10.6454248972655
"648",32,0,36,1,10,1,1,8.55641390456952
"649",40,0,55,1,10,1,1,10.2750511089686
"650",50,0,42,1,145,1,0,10.9331069697173
"651",50,0,43,0,5,1,1,10.0858091093301
"652",40,0,48,0,25,0,0,10.9681982895286
"653",42,0,35,1,15,1,0,11.2644641056717
"654",35,0,37,0,30,1,1,11.0821425488778
"655",65,0,28,0,152,1,0,11.6082356447746
"656",40,0,30,0,30,1,1,10.7144177687525
"657",40,1,49,0,4,0,0,10.2399597891573
"658",60,1,61,1,30,1,1,11.0020998412042
"659",40,0,37,0,20,1,1,9.10497985631836
"660",20,0,23,0,10,0,0,7.09007683577609
"661",40,0,57,0,20,1,1,10.8197782844103
"662",40,0,41,1,35,1,0,10.8197782844103
"663",40,0,73,0,60,1,0,10.6358554462494
"664",36,1,41,1,90,1,0,10.4912742174382
"665",40,0,49,1,75,1,1,9.90348755253613
"666",40,0,23,1,5,1,0,10.4631033404715
"667",40,0,59,1,15,1,1,10.5186731916264
"668",42,0,59,1,1,1,1,10.4631033404715
"669",40,0,53,1,45,1,0,10.8197782844103
"670",40,0,40,0,45,1,1,10.7144177687525
"671",45,0,66,1,30,1,0,11.7280368445872
"672",20,0,30,1,10,1,0,8.51719319141624
"673",60,0,51,0,1,0,0,11.6351430976945
"674",40,0,49,1,10,1,0,9.75266466280154
"675",70,0,21,0,25,0,1,10.3417424834673
"676",60,1,37,0,30,1,0,10.77895628989
"677",9,0,51,1,5,1,1,8.10167774745457
"678",38,0,20,0,15,0,1,8.85366542803745
"679",16,0,56,1,10,1,1,9.46498259034976
"680",48,0,34,0,20,1,1,10.6919449129004
"681",70,0,32,0,15,1,0,11.4075649493124
"682",40,0,40,1,20,1,1,8.79482492801452
"683",40,1,26,1,15,1,0,10.0858091093301
"684",40,0,49,1,15,1,1,10.2399597891573
"685",40,0,36,0,15,1,0,10.5966347330961
"686",6,1,64,1,10,1,0,6.90775527898214
"687",40,1,37,0,10,0,1,9.90348755253613
"688",40,0,34,0,25,1,1,10.3089526606443
"689",40,0,32,1,128,1,1,9.7981270368783
"690",40,0,23,0,40,0,1,10.2750511089686
"691",40,0,22,1,30,1,0,9.47270463644367
"692",40,1,22,1,10,1,1,9.72913416539135
"693",50,0,31,1,15,1,0,10.5966347330961
"694",40,0,53,0,30,0,1,10.2611619968079
"695",12,0,30,1,15,1,0,8.96187901267768
"696",50,0,30,1,45,1,0,11.0821425488778
"697",40,0,55,0,15,1,1,10.4631033404715
"698",8,0,33,1,30,1,1,8.69951474821019
"699",40,0,53,0,5,1,1,10.9150884642146
"700",40,0,65,1,10,1,0,10.9852927228879
"701",25,0,54,1,10,1,1,9.46498259034976
"702",40,0,47,0,45,0,1,10.6454248972655
"703",40,0,51,1,28,1,1,11.1844213979982
"704",20,0,28,1,15,1,0,5.99146454710798
"705",60,0,64,0,20,1,0,12.1007121298723
"706",40,0,39,0,70,1,1,11.4295438560312
"707",45,0,30,0,30,1,0,11.2252433925184
"708",84,0,43,0,10,1,1,11.0020998412042
"709",56,0,34,0,40,1,0,10.4631033404715
"710",40,0,46,1,20,1,0,11.4295438560312
"711",40,0,30,0,40,1,0,10.5966347330961
"712",40,0,40,1,20,1,0,9.92329017983231
"713",50,0,34,1,25,1,0,11.3850920934603
"714",30,1,63,1,40,1,1,9.11602969250494
"715",40,1,27,1,25,1,0,10.9150884642146
"716",27,0,33,1,45,1,0,10.8197782844103
"717",40,0,50,1,5,1,1,9.09380655572023
"718",30,0,38,1,30,1,0,10.3089526606443
"719",15,0,22,1,10,1,0,8.51719319141624
"720",45,0,39,1,20,1,1,10.1658518170036
"721",40,0,44,1,8,1,1,9.97580821411575
"722",40,1,56,1,5,1,1,10.1266311038503
"723",68,0,49,1,75,1,0,11.0348896640272
"724",40,1,54,1,90,1,1,11.0020998412042
"725",40,1,30,1,10,1,0,10.5966347330961
"726",40,0,48,0,15,1,1,10.7995755770928
"727",50,0,48,0,45,1,0,12.1547793511426
"728",40,1,56,1,8,1,1,9.7981270368783
"729",10,0,73,0,60,1,1,9.21034037197618
"730",40,0,66,0,5,1,1,10.3089526606443
"731",40,0,45,0,45,0,0,11.2644641056717
"732",15,0,27,1,20,1,1,9.47270463644367
"733",35,1,20,1,30,1,1,8.73230457103318
"734",15,0,22,0,15,0,1,8.85366542803745
"735",50,0,24,0,6,0,0,11.0508900053737
"736",15,1,22,1,10,1,1,7.37775890822787
"737",40,0,43,0,20,1,0,10.797532675463
"738",25,0,48,1,10,1,1,8.51719319141624
"739",40,0,25,1,45,1,0,10.2399597891573
"740",38,0,62,1,20,1,1,9.39266192877014
"741",40,0,54,1,10,1,1,10.4133126759685
"742",40,0,52,0,8,1,0,11.3504065354725
"743",48,0,53,0,45,1,1,11.0821425488778
"744",40,0,63,0,30,0,0,11.1562505210315
"745",50,0,36,0,30,1,0,11.5617156291397
